0,583 
0,582 
0,581 
0,580 
0,579 
0,578 
0,577 
0,576 
0,575 
0,574 
0,573 
0,572 
0,571 
0,570 
0,569 
0,568 
0,567 
0,566 
0,565 
0,564 
0,563 
0,562 
0,561 
0,560 
0,559 
0,558 
0,557 
0,556 
0,555 
0,554 
0,553 
0,552 
0,551 
0,550 
0,549 
0,548 
0,547 
0,546 
0,545 
0,544 
0,543 
0,542 
0,541 
0,540 
0,539 
0,538 
0,537 
0,536 
0,535 
0,534 
0,533 
0,532 
0,531 
0,530 
0,529 
0,528 
0,527 
0,526 
0,525 
0,524 
0,523 
0,522 
0,521 
0,520 
0,519 
0,518 
0,517 
0,516 
0,515 
0,514 
0,513 
0,512 
0,511 
0,510 
0,509 
0,508 
0,507 
0,506 
0,505 
0,504 
0,503 
0,502 
0,501 
0,500 
0,499 
0,498 
0,497 
0,496 
0,495 
0,494 
0,493 
0,492 
0,491 
0,490 
0,489 
0,488 
0,487 
0,486 
0,485 
0,484 
0,483 
0,482 
0,481 
0,480 
0,479 
0,478 
0,477 
0,476 
0,475 
0,474 
0,473 
0,472 
0,471 
0,470 
0,469 
0,468 
0,467 
0,466 
0,465 
0,464 
0,463 
0,462 
0,461 
0,460 
0,459 
0,458 
0,457 
0,456 
0,455 
0,454 
0,453 
0,452 
0,451 
0,450 
0,449 
0,448 
0,447 
0,446 
0,445 
0,444 
0,443 
0,442 
0,441 
0,440 
0,439 
0,438 
0,437 
0,436 
0,435 
0,434 
0,433 
0,432 
0,431 
0,430 
0,429 
0,428 
0,427 
0,426 
0,425 
0,424 
0,423 
0,422 
0,421 
0,420 
0,419 
0,418 
0,417 
0,416 
1,416 
2,416 
3,416 
4,416 
5,416 
6,416 
7,416 
8,416 
